datetime,temp,humidity,windspeed,casual,registered,hour,casual_mov_ave,registered_mov_ave,weather_1,weather_2,weather_3,weather_4,weekday_Fri,weekday_Mon,weekday_Sat,weekday_Sun,weekday_Thu,weekday_Tue,weekday_Wed,season_rev_1,season_rev_2,season_rev_3,season_rev_4,day_type_holiday,day_type_weekend,day_type_workingday
2011-01-02 03:00:00,18.86,94,12.998,2.0,4.0,3,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 04:00:00,18.86,94,12.998,2.0,1.0,4,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 06:00:00,17.22,77,19.9995,0.0,2.0,6,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 07:00:00,16.4,76,12.998,0.0,1.0,7,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 08:00:00,16.4,71,15.0013,0.0,8.0,8,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 09:00:00,15.58,76,15.0013,1.0,19.0,9,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 10:00:00,14.76,81,15.0013,7.0,46.0,10,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 11:00:00,14.76,71,16.9979,16.0,54.0,11,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 12:00:00,14.76,66,19.9995,20.0,73.0,12,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 13:00:00,14.76,66,8.9981,11.0,64.0,13,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 14:00:00,14.76,76,12.998,4.0,55.0,14,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 15:00:00,13.94,81,11.0014,19.0,55.0,15,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 16:00:00,13.94,71,11.0014,9.0,67.0,16,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 17:00:00,13.94,57,12.998,7.0,58.0,17,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 18:00:00,14.76,46,22.0028,10.0,43.0,18,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 19:00:00,13.12,42,30.0026,1.0,29.0,19,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 20:00:00,12.3,39,23.9994,5.0,17.0,20,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 21:00:00,10.66,44,22.0028,11.0,20.0,21,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 22:00:00,9.84,44,19.9995,0.0,9.0,22,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-02 23:00:00,9.02,47,11.0014,0.0,8.0,23,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-03 00:00:00,9.02,44,23.9994,0.0,5.0,0,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 01:00:00,8.2,44,27.9993,0.0,2.0,1,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 04:00:00,6.56,47,26.0027,0.0,1.0,4,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 05:00:00,6.56,47,19.0012,0.0,3.0,5,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 06:00:00,5.74,50,26.0027,0.0,30.0,6,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 07:00:00,5.74,50,12.998,1.0,63.0,7,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 08:00:00,5.74,50,19.0012,1.0,153.0,8,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 09:00:00,6.56,43,26.0027,7.0,81.0,9,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 10:00:00,7.38,43,16.9979,11.0,33.0,10,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 11:00:00,8.2,40,22.0028,10.0,41.0,11,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 12:00:00,9.02,35,19.9995,13.0,48.0,12,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 13:00:00,9.84,35,19.0012,8.0,53.0,13,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 14:00:00,10.66,30,19.0012,11.0,66.0,14,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 15:00:00,10.66,30,16.9979,14.0,58.0,15,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 16:00:00,10.66,30,16.9979,9.0,67.0,16,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 17:00:00,9.84,30,15.0013,11.0,146.0,17,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 18:00:00,9.84,32,7.0015,9.0,148.0,18,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 19:00:00,8.2,47,0.0,8.0,102.0,19,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 20:00:00,8.2,47,7.0015,3.0,49.0,20,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 21:00:00,7.38,64,8.9981,3.0,49.0,21,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 22:00:00,5.74,69,8.9981,0.0,20.0,22,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-03 23:00:00,7.38,55,7.0015,1.0,11.0,23,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-04 00:00:00,6.56,55,7.0015,0.0,5.0,0,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 01:00:00,6.56,59,7.0015,0.0,2.0,1,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 02:00:00,5.74,63,8.9981,0.0,1.0,2,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 04:00:00,5.74,63,6.0032,0.0,2.0,4,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 05:00:00,4.92,68,7.0015,0.0,4.0,5,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 06:00:00,4.92,74,7.0015,0.0,36.0,6,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 07:00:00,4.92,74,8.9981,2.0,92.0,7,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 08:00:00,5.74,69,11.0014,2.0,177.0,8,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 09:00:00,6.56,64,15.0013,2.0,98.0,9,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 10:00:00,6.56,69,22.0028,5.0,37.0,10,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 11:00:00,9.02,51,19.9995,7.0,50.0,11,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 12:00:00,9.02,51,11.0014,12.0,66.0,12,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 13:00:00,9.84,56,12.998,18.0,79.0,13,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 14:00:00,10.66,52,15.0013,9.0,54.0,14,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 15:00:00,11.48,52,16.9979,17.0,48.0,15,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 16:00:00,12.3,49,16.9979,15.0,68.0,16,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 17:00:00,11.48,48,15.0013,10.0,202.0,17,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 18:00:00,10.66,48,12.998,3.0,179.0,18,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 19:00:00,9.84,48,7.0015,2.0,110.0,19,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 20:00:00,9.84,48,7.0015,1.0,53.0,20,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 21:00:00,9.02,64,0.0,0.0,48.0,21,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 22:00:00,9.02,64,6.0032,1.0,34.0,22,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-04 23:00:00,8.2,69,6.0032,2.0,9.0,23,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011-01-05 00:00:00,8.2,64,0.0,0.0,6.0,0,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 01:00:00,6.56,74,6.0032,0.0,6.0,1,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 02:00:00,6.56,74,6.0032,0.0,2.0,2,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 04:00:00,9.84,48,15.0013,0.0,2.0,4,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 05:00:00,9.02,47,11.0014,0.0,3.0,5,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 06:00:00,8.2,47,15.0013,0.0,33.0,6,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 07:00:00,7.38,43,12.998,1.0,87.0,7,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 08:00:00,8.2,40,19.9995,3.0,192.0,8,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 09:00:00,9.02,37,22.0028,6.0,109.0,9,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 10:00:00,9.02,37,22.0028,4.0,53.0,10,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 11:00:00,10.66,33,22.0028,12.0,34.0,11,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 12:00:00,10.66,33,22.0028,5.0,74.0,12,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 13:00:00,11.48,30,19.9995,6.0,65.0,13,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 14:00:00,12.3,28,12.998,10.0,52.0,14,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 15:00:00,12.3,28,12.998,7.0,55.0,15,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 16:00:00,12.3,28,6.0032,4.0,85.0,16,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 17:00:00,9.84,38,12.998,4.0,186.0,17,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 18:00:00,9.84,38,8.9981,3.0,166.0,18,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 19:00:00,9.84,38,7.0015,5.0,127.0,19,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 20:00:00,9.02,47,11.0014,7.0,82.0,20,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 21:00:00,8.2,51,12.998,3.0,40.0,21,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 22:00:00,7.38,55,8.9981,1.0,41.0,22,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-05 23:00:00,8.2,47,0.0,1.0,18.0,23,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011-01-06 00:00:00,7.38,55,0.0,0.0,11.0,0,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 01:00:00,6.56,64,0.0,0.0,4.0,1,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 02:00:00,6.56,64,0.0,0.0,2.0,2,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 04:00:00,6.56,64,6.0032,0.0,1.0,4,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 05:00:00,5.74,69,6.0032,0.0,4.0,5,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 06:00:00,5.74,63,7.0015,0.0,36.0,6,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 07:00:00,6.56,59,0.0,0.0,95.0,7,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 08:00:00,6.56,59,0.0,3.0,216.0,8,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 09:00:00,7.38,51,0.0,6.0,116.0,9,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 10:00:00,8.2,47,0.0,3.0,42.0,10,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 11:00:00,9.02,44,6.0032,2.0,57.0,11,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 12:00:00,10.66,35,0.0,6.0,78.0,12,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 13:00:00,10.66,35,7.0015,12.0,55.0,13,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 14:00:00,11.48,36,11.0014,11.0,59.0,14,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 15:00:00,11.48,36,0.0,8.0,54.0,15,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 16:00:00,10.66,38,11.0014,12.0,74.0,16,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 17:00:00,9.02,51,11.0014,9.0,163.0,17,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 18:00:00,9.02,51,8.9981,5.0,158.0,18,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 19:00:00,9.02,55,6.0032,3.0,109.0,19,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 20:00:00,8.2,51,11.0014,3.0,66.0,20,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 21:00:00,9.02,55,15.0013,0.0,48.0,21,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 22:00:00,9.02,51,19.0012,1.0,51.0,22,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-06 23:00:00,8.2,59,12.998,4.0,19.0,23,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011-01-07 00:00:00,8.2,64,12.998,4.0,13.0,0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 01:00:00,8.2,69,15.0013,2.0,5.0,1,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 02:00:00,8.2,69,15.0013,0.0,1.0,2,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 04:00:00,8.2,69,8.9981,0.0,1.0,4,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 05:00:00,9.02,55,0.0,0.0,5.0,5,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 06:00:00,8.2,69,0.0,8.0,26.0,6,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 07:00:00,8.2,69,8.9981,8.0,76.0,7,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 08:00:00,8.2,51,16.9979,20.0,190.0,8,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 09:00:00,8.2,47,19.9995,9.0,125.0,9,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 10:00:00,9.02,37,22.0028,16.0,47.0,10,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 11:00:00,8.2,40,15.0013,19.0,48.0,11,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 12:00:00,8.2,37,16.9979,9.0,50.0,12,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 13:00:00,8.2,37,19.0012,9.0,64.0,13,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 14:00:00,8.2,40,16.9979,7.0,43.0,14,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 15:00:00,8.2,37,11.0014,9.0,63.0,15,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 16:00:00,8.2,37,11.0014,5.0,82.0,16,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 17:00:00,8.2,37,0.0,9.0,178.0,17,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 18:00:00,8.2,40,6.0032,7.0,116.0,18,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 19:00:00,6.56,55,6.0032,3.0,92.0,19,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 20:00:00,7.38,47,7.0015,1.0,50.0,20,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 21:00:00,7.38,47,8.9981,0.0,39.0,21,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 22:00:00,7.38,43,11.0014,2.0,34.0,22,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-07 23:00:00,7.38,51,11.0014,1.0,14.0,23,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-01-08 00:00:00,7.38,51,11.0014,1.0,24.0,0,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 01:00:00,7.38,55,6.0032,1.0,15.0,1,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 02:00:00,7.38,55,0.0,3.0,13.0,2,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 03:00:00,7.38,55,11.0014,0.0,7.0,3,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 04:00:00,7.38,55,11.0014,0.0,1.0,4,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 05:00:00,6.56,74,11.0014,0.0,5.0,5,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 06:00:00,6.56,74,11.0014,0.0,2.0,6,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 07:00:00,6.56,74,7.0015,1.0,8.0,7,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 08:00:00,6.56,93,7.0015,0.0,15.0,8,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 09:00:00,6.56,93,7.0015,0.0,20.0,9,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 10:00:00,7.38,80,11.0014,5.0,56.0,10,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 11:00:00,8.2,69,26.0027,2.0,60.0,11,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 12:00:00,8.2,59,23.9994,8.0,90.0,12,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 13:00:00,8.2,44,22.0028,7.0,95.0,13,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 14:00:00,8.2,32,32.9975,12.0,83.0,14,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 15:00:00,8.2,32,30.0026,5.0,69.0,15,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 16:00:00,7.38,29,30.0026,8.0,68.0,16,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 17:00:00,6.56,37,36.9974,5.0,64.0,17,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 18:00:00,5.74,39,19.9995,3.0,52.0,18,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 19:00:00,5.74,36,16.9979,4.0,26.0,19,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 20:00:00,4.92,36,16.9979,0.0,28.0,20,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 21:00:00,4.92,39,23.9994,2.0,35.0,21,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 22:00:00,4.92,36,26.0027,1.0,33.0,22,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-08 23:00:00,4.1,39,30.0026,0.0,22.0,23,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2011-01-09 00:00:00,4.1,42,26.0027,1.0,24.0,0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-09 01:00:00,4.1,42,31.0009,0.0,12.0,1,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-09 02:00:00,4.1,46,31.0009,0.0,11.0,2,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-09 03:00:00,4.1,46,27.9993,0.0,4.0,3,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2011-01-09 04:00:00,3.28,53,12.998,0.0,1.0,4,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
