datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,td,t_td,humidity_abs
2011-01-04 00:00:00,1,0,1,1,6.56,9.09,55,7.0015,0.0,5.0,5.0,-1.8365798017220465,8.396579801722046,4.139633125406109
2011-01-04 01:00:00,1,0,1,1,6.56,9.09,59,7.0015,0.0,2.0,2.0,-0.8799021388346351,7.4399021388346345,4.440697352708372
2011-01-04 02:00:00,1,0,1,1,5.74,7.575,63,8.9981,0.0,1.0,1.0,-0.7568744541719361,6.4968744541719365,4.4939649378104445
2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,0.0,2.0,2.0,-0.7568744541719361,6.4968744541719365,4.4939649378104445
2011-01-04 05:00:00,1,0,1,1,4.92,7.575,68,7.0015,0.0,4.0,4.0,-0.49103969986152346,5.411039699861523,4.595464967767001
2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,0.0,36.0,36.0,0.6750706595428244,4.244929340457175,5.000947170805266
2011-01-04 07:00:00,1,0,1,1,4.92,7.575,74,8.9981,2.0,92.0,94.0,0.6750706595428244,4.244929340457175,5.000947170805266
2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,2.0,177.0,179.0,0.4954006546409434,5.244599345359057,4.921961598554297
2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,2.0,98.0,100.0,0.23811635228849157,6.321883647711508,4.817027636836199
2011-01-04 10:00:00,1,0,1,2,6.56,6.82,69,22.0028,5.0,37.0,42.0,1.2811998542558165,5.278800145744183,5.193357920964028
2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,7.0,50.0,57.0,-0.5797800521467911,9.59978005214679,4.499494623513821
2011-01-04 12:00:00,1,0,1,1,9.02,11.365,51,11.0014,12.0,66.0,78.0,-0.5797800521467911,9.59978005214679,4.499494623513821
2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,18.0,79.0,97.0,1.4765618249164998,8.3634381750835,5.20562542828206
2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,9.0,54.0,63.0,1.2074749261754503,9.45252507382455,5.09129960706577
2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,17.0,48.0,65.0,1.9675243112240692,9.51247568877593,5.3606770393566165
2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,15.0,68.0,83.0,1.8929025791067848,10.407097420893216,5.316861966028274
2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,10.0,202.0,212.0,0.8517003981943979,10.628299601805603,4.948317267098417
2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,3.0,179.0,182.0,0.09853463358357595,10.561465366416424,4.699661175753018
2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,2.0,110.0,112.0,-0.6548331082625041,10.494833108262505,4.461964652813194
2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,1.0,53.0,54.0,-0.6548331082625041,10.494833108262505,4.461964652813194
2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,0.0,48.0,48.0,2.574722712553873,6.445277287446126,5.646424625585972
2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,1.0,34.0,35.0,2.574722712553873,6.445277287446126,5.646424625585972
2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,2.0,9.0,11.0,2.852471918731649,5.347528081268351,5.775624252197682
2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0.0,0.0,6.0,6.0,1.7959830459986466,6.404016954001353,5.357100755661619
2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,0.0,6.0,6.0,2.259323111703819,4.300676888296181,5.569688205091856
2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,0.0,2.0,2.0,2.259323111703819,4.300676888296181,5.569688205091856
2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,0.0,2.0,2.0,-0.6548331082625041,10.494833108262505,4.461964652813194
2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,0.0,3.0,3.0,-1.6948419375643091,10.714841937564309,4.1465930844146985
2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,0.0,33.0,33.0,-2.4468340006413394,10.646834000641338,3.934120867439001
2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,1.0,87.0,88.0,-4.386871045233076,11.766871045233076,3.413663223829001
2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,3.0,192.0,195.0,-4.605237077861915,12.805237077861914,3.348187972288512
2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,6.0,109.0,115.0,-4.902667220420314,13.922667220420314,3.2643392366668897
2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,4.0,53.0,57.0,-4.902667220420314,13.922667220420314,3.2643392366668897
2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,12.0,34.0,46.0,-4.96173105860528,15.621731058605281,3.2310170583302007
2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,5.0,74.0,79.0,-4.96173105860528,15.621731058605281,3.2310170583302007
2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,6.0,65.0,71.0,-5.500968945475141,16.98096894547514,3.0926982919365105
2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,10.0,52.0,62.0,-5.696958821466396,17.996958821466396,3.038206837730442
2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,7.0,55.0,62.0,-5.696958821466396,17.996958821466396,3.038206837730442
2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,4.0,85.0,89.0,-5.696958821466396,17.996958821466396,3.038206837730442
2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,4.0,186.0,190.0,-3.8151812357343258,13.655181235734325,3.5323886834771123
2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,3.0,166.0,169.0,-3.8151812357343258,13.655181235734325,3.5323886834771123
2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,5.0,127.0,132.0,-3.8151812357343258,13.655181235734325,3.5323886834771123
2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,7.0,82.0,89.0,-1.6948419375643091,10.714841937564309,4.1465930844146985
2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,3.0,40.0,43.0,-1.338712704716521,9.53871270471652,4.268939664667853
2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,1.0,41.0,42.0,-1.0708079185151538,8.450807918515153,4.366313425827791
2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,1.0,18.0,19.0,-2.4468340006413394,10.646834000641338,3.934120867439001
2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,0.0,11.0,11.0,-1.0708079185151538,8.450807918515153,4.366313425827791
2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,0.0,4.0,4.0,0.23811635228849157,6.321883647711508,4.817027636836199
2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,0.0,2.0,2.0,0.23811635228849157,6.321883647711508,4.817027636836199
2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,0.0,1.0,1.0,0.23811635228849157,6.321883647711508,4.817027636836199
2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,0.0,4.0,4.0,0.4954006546409434,5.244599345359057,4.921961598554297
2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,0.0,36.0,36.0,-0.7568744541719361,6.4968744541719365,4.4939649378104445
2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,0.0,95.0,95.0,-0.8799021388346351,7.4399021388346345,4.440697352708372
2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,3.0,216.0,219.0,-0.8799021388346351,7.4399021388346345,4.440697352708372
2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,6.0,116.0,122.0,-2.0978327807874746,9.477832780787475,4.048763358494861
2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,3.0,42.0,45.0,-2.4468340006413394,10.646834000641338,3.934120867439001
2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,2.0,57.0,59.0,-2.587851302040419,11.60785130204042,3.8819169300903558
2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,6.0,78.0,84.0,-4.1810457631496645,14.841045763149666,3.4268362739865763
2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,12.0,55.0,67.0,-4.1810457631496645,14.841045763149666,3.4268362739865763
2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,11.0,59.0,70.0,-3.076285783613751,14.556285783613752,3.7112379503238127
2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,8.0,54.0,62.0,-3.076285783613751,14.556285783613752,3.7112379503238127
2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,12.0,74.0,86.0,-3.0813239453672856,13.741323945367286,3.7205650974711397
2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,9.0,163.0,172.0,-0.5797800521467911,9.59978005214679,4.499494623513821
2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,5.0,158.0,163.0,-0.5797800521467911,9.59978005214679,4.499494623513821
2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,3.0,109.0,112.0,0.4602300988806419,8.559769901119358,4.852396162612944
2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,3.0,66.0,69.0,-1.338712704716521,9.53871270471652,4.268939664667853
2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,0.0,48.0,48.0,0.4602300988806419,8.559769901119358,4.852396162612944
2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,1.0,51.0,52.0,-0.5797800521467911,9.59978005214679,4.499494623513821
2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,4.0,19.0,23.0,0.6636603152285405,7.536339684771459,4.938577259125555
2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,4.0,13.0,17.0,1.7959830459986466,6.404016954001353,5.357100755661619
2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,2.0,5.0,7.0,2.852471918731649,5.347528081268351,5.775624252197682
2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,0.0,1.0,1.0,2.852471918731649,5.347528081268351,5.775624252197682
2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,0.0,1.0,1.0,2.852471918731649,5.347528081268351,5.775624252197682
2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,0.0,5.0,5.0,0.4602300988806419,8.559769901119358,4.852396162612944
2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,8.0,26.0,34.0,2.852471918731649,5.347528081268351,5.775624252197682
2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,8.0,76.0,84.0,2.852471918731649,5.347528081268351,5.775624252197682
2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,20.0,190.0,210.0,-1.338712704716521,9.53871270471652,4.268939664667853
2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,9.0,125.0,134.0,-2.4468340006413394,10.646834000641338,3.934120867439001
2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,16.0,47.0,63.0,-4.902667220420314,13.922667220420314,3.2643392366668897
2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,19.0,48.0,67.0,-4.605237077861915,12.805237077861914,3.348187972288512
2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,9.0,50.0,59.0,-5.6348697453076335,13.834869745307632,3.0970738743668735
2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,9.0,64.0,73.0,-5.6348697453076335,13.834869745307632,3.0970738743668735
2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,7.0,43.0,50.0,-4.605237077861915,12.805237077861914,3.348187972288512
2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,9.0,63.0,72.0,-5.6348697453076335,13.834869745307632,3.0970738743668735
2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,5.0,82.0,87.0,-5.6348697453076335,13.834869745307632,3.0970738743668735
2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,9.0,178.0,187.0,-5.6348697453076335,13.834869745307632,3.0970738743668735
2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,7.0,116.0,123.0,-4.605237077861915,12.805237077861914,3.348187972288512
2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,3.0,92.0,95.0,-1.8365798017220465,8.396579801722046,4.139633125406109
2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,1.0,50.0,51.0,-3.19903335021384,10.579033350213841,3.7312132911619305
2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,0.0,39.0,39.0,-3.19903335021384,10.579033350213841,3.7312132911619305
2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,2.0,34.0,36.0,-4.386871045233076,11.766871045233076,3.413663223829001
2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,1.0,14.0,15.0,-2.0978327807874746,9.477832780787475,4.048763358494861
2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,1.0,24.0,25.0,-2.0978327807874746,9.477832780787475,4.048763358494861
2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,1.0,15.0,16.0,-1.0708079185151538,8.450807918515153,4.366313425827791
2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,3.0,13.0,16.0,-1.0708079185151538,8.450807918515153,4.366313425827791
2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,0.0,7.0,7.0,-1.0708079185151538,8.450807918515153,4.366313425827791
2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,0.0,1.0,1.0,-1.0708079185151538,8.450807918515153,4.366313425827791
2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,0.0,5.0,5.0,2.259323111703819,4.300676888296181,5.569688205091856
2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,0.0,2.0,2.0,2.259323111703819,4.300676888296181,5.569688205091856
2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,1.0,8.0,9.0,2.259323111703819,4.300676888296181,5.569688205091856
2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,0.0,15.0,15.0,5.50976530798346,1.0502346920165397,6.999743284777603
2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,0.0,20.0,20.0,5.50976530798346,1.0502346920165397,6.999743284777603
2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,5.0,56.0,61.0,4.157694649456897,3.2223053505431025,6.351001346658606
2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,2.0,60.0,62.0,2.852471918731649,5.347528081268351,5.775624252197682
2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,8.0,90.0,98.0,0.6636603152285405,7.536339684771459,4.938577259125555
2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,7.0,95.0,102.0,-3.3343078387835776,11.534307838783576,3.683006769517363
2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,12.0,83.0,95.0,-7.528813368293102,15.728813368293102,2.6785503778308093
2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,5.0,69.0,74.0,-7.528813368293102,15.728813368293102,2.6785503778308093
2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,8.0,68.0,76.0,-9.5090837784991,16.8890837784991,2.3022379881637445
2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,5.0,64.0,69.0,-7.100061769354106,13.660061769354105,2.784844102545928
2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,3.0,52.0,55.0,-7.151556680019044,12.891556680019043,2.7819782948350373
2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,4.0,26.0,30.0,-8.186189899570483,13.926189899570483,2.567979964463111
2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,0.0,28.0,28.0,-8.917249932179628,13.837249932179628,2.4328932182295886
2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,2.0,35.0,37.0,-7.889049454933997,12.809049454933998,2.635634319748721
2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,1.0,33.0,34.0,-8.917249932179628,13.837249932179628,2.4328932182295886
2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,0.0,22.0,22.0,-8.626793314016432,12.726793314016431,2.4960681057964487
2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,1.0,24.0,25.0,-7.672774733985246,11.772774733985246,2.688073344703868
2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,0.0,12.0,12.0,-7.672774733985246,11.772774733985246,2.688073344703868
2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,0.0,11.0,11.0,-6.4910129978257975,10.591012997825796,2.9440803299137603
2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,0.0,4.0,4.0,-6.4910129978257975,10.591012997825796,2.9440803299137603
